"
												1 Bed
														–
2 Beds										","
												1 Bed
														–
3 Beds										","
												2 Beds
														–
4 Beds										","
												Studio
										","
												Studio
														–
2 Beds										","
2 																–
4 Beds												","
2 																–
6 Beds												","
Studio												",1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Bedroom_Info,City_Rent,Full_Address,Property_Name_Rent,Rent_link,State_Rent,Studio,Type,Zip_code
,,,,,,,,"$1,651","$2,023","$2,551",,,"[{'bedroom_type': '1 Bed', 'price': '$1,651'}, {'bedroom_type': '2 Beds', 'price': '$2,023'}, {'bedroom_type': '3 Beds', 'price': '$2,551'}]",Chula Vista,"825 E Palomar St, Chula Vista, CA 91911",Missions at Sunbow Apartments,https://www.apartments.com/missions-at-sunbow-apartments-chula-vista-ca/bwmx1t9/,CA,,Apartment,91911
,,,,,,,,"$1,375","$1,354",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,375'}, {'bedroom_type': '2 Beds', 'price': '$1,354'}]",Vallejo,"60 Rotary Way, Vallejo, CA 94591",SUNDANCE AT VALLEJO RANCH,https://www.apartments.com/sundance-at-vallejo-ranch-vallejo-ca/vntb5yg/,CA,,Apartment,94591
,,,,,,,,"$1,349","$1,525",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,349'}, {'bedroom_type': '2 Beds', 'price': '$1,525'}, {'bedroom_type': '3 Beds', 'price': ''}]",Citrus Heights,"7566 Greenback Ln, Citrus Heights, CA 95610",GREENBACK RIDGE APARTMENT HOMES,https://www.apartments.com/greenback-ridge-apartment-homes-citrus-heights-ca/z5ylyjy/,CA,,Apartment,95610
,,,,,,,,"$1,220","$1,298",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,220'}, {'bedroom_type': '2 Beds', 'price': '$1,298'}]",Sacramento,"2593 Millcreek Dr, Sacramento, CA 95833",RIVER TERRACE,https://www.apartments.com/river-terrace-sacramento-ca/2bfezg8/,CA,,Apartment,95833
,,,,,,,,"$1,980","$2,268","$2,730",,,"[{'bedroom_type': '1 Bed', 'price': '$1,980'}, {'bedroom_type': '2 Beds', 'price': '$2,268'}, {'bedroom_type': '3 Beds', 'price': '$2,730'}]",Thousand Oaks,"1600 Rancho Conejo Blvd, Thousand Oaks, CA 91320",Arroyo Villa Apts,https://www.apartments.com/arroyo-villa-apts-thousand-oaks-ca/9yll6j7/,CA,,Apartment,91320
,,,,,,,,"$1,610","$1,847",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,610'}, {'bedroom_type': '2 Beds', 'price': '$1,847'}]",Sacramento,"2400 Sierra Blvd, Sacramento, CA 95825",MONTECITO VILLAS,https://www.apartments.com/montecito-villas-sacramento-ca/m2cc8vh/,CA,,Apartment,95825
,,,,,,,,"$2,344","$2,562","$3,223",,,"[{'bedroom_type': '1 Bed', 'price': '$2,344'}, {'bedroom_type': '2 Beds', 'price': '$2,562'}, {'bedroom_type': '3 Beds', 'price': '$3,223'}]",Newbury Park,"255 Via Mirabella Via, Newbury Park, CA 91320",Monarch at Dos Vientos,https://www.apartments.com/monarch-at-dos-vientos-newbury-park-ca/hrl6l82/,CA,,Apartment,91320
,,,,,,,,"$1,745","$2,150",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,745'}, {'bedroom_type': '2 Beds', 'price': '$2,150'}]",Vacaville,"1701 Marshall Rd, Vacaville, CA 95687",HIDDEN CREEK,https://www.apartments.com/hidden-creek-vacaville-ca/qfj1nzw/,CA,,Apartment,95687
,,,,,,,,"$2,170","$2,563","$3,601",,,"[{'bedroom_type': '1 Bed', 'price': '$2,170'}, {'bedroom_type': '2 Beds', 'price': '$2,563'}, {'bedroom_type': '3 Beds', 'price': '$3,601'}]",Porter Ranch,"20310 W Sorrento Ln, Porter Ranch, CA 91326",Sonoma at Porter Ranch,https://www.apartments.com/sonoma-at-porter-ranch-porter-ranch-ca/3ldc0yg/,CA,,Apartment,91326
,,,,,,,,"$1,515","$1,690","$2,345",,,"[{'bedroom_type': '1 Bed', 'price': '$1,515'}, {'bedroom_type': '2 Beds', 'price': '$1,690'}, {'bedroom_type': '3 Beds', 'price': '$2,345'}]",Elk Grove,"9130 Nolan St, Elk Grove, CA 95758",SIENA VILLAS,https://www.apartments.com/siena-villas-elk-grove-ca/424x3eh/,CA,,Apartment,95758
,,,,,,,,"$1,738","$2,410",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,738'}, {'bedroom_type': '2 Beds', 'price': '$2,410'}]",Los Angeles,"6233 S La Brea Ln, Los Angeles, CA 90056",Ladera Townhouse,https://www.apartments.com/ladera-townhouse-los-angeles-ca/5ep4zrq/,CA,,Apartment,90056
,,,,,,,,"$1,668","$1,968",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,668'}, {'bedroom_type': '2 Beds', 'price': '$1,968'}]",Hawthorne,"13622 Chadron Ave, Hawthorne, CA 90250",Chadron Apts,https://www.apartments.com/chadron-apts-hawthorne-ca/pxm7l0t/,CA,,Apartment,90250
,,,,,,,,"$1,574","$1,975",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,574'}, {'bedroom_type': '2 Beds', 'price': '$1,975'}]",Davis,"3000 Lillard Dr, Davis, CA 95618",Renaissance Park,https://www.apartments.com/renaissance-park-davis-ca/02qzvr2/,CA,,Apartment,95618
,,,,,,,,"$2,195","$2,595","$3,495",,,"[{'bedroom_type': '1 Bed', 'price': '$2,195'}, {'bedroom_type': '2 Beds', 'price': '$2,595'}, {'bedroom_type': '3 Beds', 'price': '$3,495'}]",San Diego,"5777 Mission Center Rd, San Diego, CA 92108",Aquatera,https://www.apartments.com/aquatera-san-diego-ca/tb1xbsc/,CA,,Apartment,92108
,,,,,,,,"$1,650",,,,,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]",Sacramento,"1029 K St, Sacramento, CA 95814",The M.A.Y. Building,https://www.apartments.com/the-may-building-sacramento-ca/zvyjwky/,CA,,Apartment,95814
,,,,,,,,"$1,190","$1,390",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,190'}, {'bedroom_type': '2 Beds', 'price': '$1,390'}]",San Bernardino,"2196 Kendall Dr, San Bernardino, CA 92407",Hillside Village,https://www.apartments.com/hillside-village-san-bernardino-ca/srtxzg7/,CA,,Apartment,92407
,,,,,,,,,,"$20,000",,,"[{'bedroom_type': '3 Beds', 'price': '$20,000'}]",Pacific Palisades,"17325 Castellammare Dr, Pacific Palisades, CA 90272",Sea View Villas,https://www.apartments.com/sea-view-villas-pacific-palisades-ca/rhlm9n2/,CA,,Apartment,90272
,,,,,,,,"$1,885","$1,985",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,885'}, {'bedroom_type': '2 Beds', 'price': '$1,985'}]",San Diego,"5410 Repecho Dr, San Diego, CA 92124",Tierrasanta Ridge,https://www.apartments.com/tierrasanta-ridge-san-diego-ca/scw8037/,CA,,Apartment,92124
,,,,,,,,"$2,145","$2,595",,,,"[{'bedroom_type': '1 Bed', 'price': '$2,145'}, {'bedroom_type': '2 Beds', 'price': '$2,595'}]",San Diego,"9865-9895 Erma Rd, San Diego, CA 92131",Solterra EcoLuxury Apartments,https://www.apartments.com/solterra-ecoluxury-apartments-san-diego-ca/e7y8vqm/,CA,,Apartment,92131
,,,,,,,,"$2,050","$2,300",,,,"[{'bedroom_type': '1 Bed', 'price': '$2,050'}, {'bedroom_type': '2 Beds', 'price': '$2,300'}]",Dublin,"8105 N Lake Dr, Dublin, CA 94568",Amador Lakes Apartments,https://www.apartments.com/amador-lakes-apartments-dublin-ca/fp5cbbv/,CA,,Apartment,94568
,,,,,,,,"$1,160",,,,,"[{'bedroom_type': '1 Bed', 'price': '$1,160'}]",Sacramento,"5800 Hamilton St, Sacramento, CA 95842",Cambridge Park Apartments,https://www.apartments.com/cambridge-park-apartments-sacramento-ca/m848cmh/,CA,,Apartment,95842
,,,,,,,,"$2,500","$3,100",,,,"[{'bedroom_type': 'Studio', 'price': '$2,100'}, {'bedroom_type': '1 Bed', 'price': '$2,500'}, {'bedroom_type': '2 Beds', 'price': '$3,100'}]",Pasadena,"686 E Union St, Pasadena, CA 91101",Andalucia Luxury Townhomes and Flats,https://www.apartments.com/andalucia-luxury-townhomes-and-flats-pasadena-ca/388rgpg/,CA,"$2,100",Apartment,91101
,,,,,,,,$975,"$1,250",,,,"[{'bedroom_type': 'Studio', 'price': '$900'}, {'bedroom_type': '1 Bed', 'price': '$975'}, {'bedroom_type': '2 Beds', 'price': '$1,250'}]",Stockton,"1540 Mosaic Way, Stockton, CA 95207",Venetian Park Apartments,https://www.apartments.com/venetian-park-apartments-stockton-ca/trr0nvb/,CA,$900,Apartment,95207
,,,,,,,,,"$2,495",,,,"[{'bedroom_type': '2 Beds', 'price': '$2,495'}]",Carlsbad,"6555 Sea Gate Rd, Carlsbad, CA 92011",Seagate Condominium Rentals,https://www.apartments.com/seagate-condominium-rentals-carlsbad-ca/y63geft/,CA,,Apartment,92011
,,,,,,,,"$3,195","$3,795",,,,"[{'bedroom_type': 'Studio', 'price': '$2,745'}, {'bedroom_type': '1 Bed', 'price': '$3,195'}, {'bedroom_type': '2 Beds', 'price': '$3,795'}]",Mountain View,"521-541 Del Medio Ave, Mountain View, CA 94040",Palo Alto Plaza Apartments,https://www.apartments.com/palo-alto-plaza-apartments-mountain-view-ca/d13wckh/,CA,"$2,745",Apartment,94040
,,,,,,,,"$2,645","$3,495","$4,595",,,"[{'bedroom_type': '1 Bed', 'price': '$2,645'}, {'bedroom_type': '2 Beds', 'price': '$3,495'}, {'bedroom_type': '3 Beds', 'price': '$4,595'}]",Cupertino,"10100 Mary Ave, Cupertino, CA 95014",Glenbrook Apartments,https://www.apartments.com/glenbrook-apartments-cupertino-ca/e3bpmzq/,CA,,Apartment,95014
,,,,,,,,"$1,810","$2,203",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,810'}, {'bedroom_type': '2 Beds', 'price': '$2,203'}]",Huntington Beach,"15555 Huntington Village Ln, Huntington Beach, CA 92647",The Artisan Residences at Bella Terra,https://www.apartments.com/the-artisan-residences-at-bella-terra-huntington-beach-ca/661yv7v/,CA,,Apartment,92647
,,,,,,,,"$3,400","$5,000",,"$22,000",,"[{'bedroom_type': 'Studio', 'price': '$2,900'}, {'bedroom_type': '1 Bed', 'price': '$3,400'}, {'bedroom_type': '2 Beds', 'price': '$5,000'}, {'bedroom_type': '4 Beds', 'price': '$22,000'}]",Los Angeles,"4121 Wilshire Blvd, Los Angeles, CA 90010",Los Altos Apartments,https://www.apartments.com/los-altos-apartments-los-angeles-ca/rm5v203/,CA,"$2,900",Apartment,90010
,,,,,,,,"$2,225","$2,575","$3,125",,,"[{'bedroom_type': '1 Bed', 'price': '$2,225'}, {'bedroom_type': '2 Beds', 'price': '$2,575'}, {'bedroom_type': '3 Beds', 'price': '$3,125'}]",San Diego,"10615 Calle Mar de Mariposa, San Diego, CA 92130",Torrey Gardens,https://www.apartments.com/torrey-gardens-san-diego-ca/v8t2xze/,CA,,Apartment,92130
,,,,,,,,"$2,150","$2,550",,,,"[{'bedroom_type': '1 Bed', 'price': '$2,150'}, {'bedroom_type': '2 Beds', 'price': '$2,550'}]",Hayward,"1180-1182 E St, Hayward, CA 94541",Andina Apartments,https://www.apartments.com/andina-apartments-hayward-ca/pteyxqt/,CA,,Apartment,94541
,,,,,,,,$975,"$1,250","$1,500",,,"[{'bedroom_type': '1 Bed', 'price': '$975'}, {'bedroom_type': '2 Beds', 'price': '$1,250'}, {'bedroom_type': '3 Beds', 'price': '$1,500'}]",Stockton,"4738 Grouse Run Dr, Stockton, CA 95207",Grouse Run Apartments,https://www.apartments.com/grouse-run-apartments-stockton-ca/nje8hwp/,CA,,Apartment,95207
,,,,,,,,,"$1,925","$2,295",,,"[{'bedroom_type': '2 Beds', 'price': '$1,925'}, {'bedroom_type': '3 Beds', 'price': '$2,295'}]",Escondido,"1400 Oak Hill Dr, Escondido, CA 92027",Arezzo Apartment Homes,https://www.apartments.com/arezzo-apartment-homes-escondido-ca/ekglscm/,CA,,Apartment,92027
,,,,,,,,"$1,895","$2,250",,,,"[{'bedroom_type': 'Studio', 'price': '$1,795'}, {'bedroom_type': '1 Bed', 'price': '$1,895'}, {'bedroom_type': '2 Beds', 'price': '$2,250'}]",San Leandro,"77-85 Estabrook St, San Leandro, CA 94577",Metro 77 & 85 Apartments,https://www.apartments.com/metro-77-85-apartments-san-leandro-ca/dqrg8tk/,CA,"$1,795",Apartment,94577
,,,,,,,,"$1,585","$1,780","$1,925",,,"[{'bedroom_type': '1 Bed', 'price': '$1,585'}, {'bedroom_type': '2 Beds', 'price': '$1,780'}, {'bedroom_type': '3 Beds', 'price': '$1,925'}]",Elk Grove,"3300 Renwick Ave, Elk Grove, CA 95758",Castellino At Laguna West,https://www.apartments.com/castellino-at-laguna-west-elk-grove-ca/p2nms7r/,CA,,Apartment,95758
,,,,,,,,"$1,535","$1,735",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,535'}, {'bedroom_type': '2 Beds', 'price': '$1,735'}]",Anaheim,"145 S Westchester Dr, Anaheim, CA 92804",Glen Forest Apartments,https://www.apartments.com/glen-forest-apartments-anaheim-ca/p7bd98r/,CA,,Apartment,92804
,,,,,,,,"$1,825","$2,050","$2,775",,,"[{'bedroom_type': '1 Bed', 'price': '$1,825'}, {'bedroom_type': '2 Beds', 'price': '$2,050'}, {'bedroom_type': '3 Beds', 'price': '$2,775'}]",Tracy,"2725 Pavillion Pkwy, Tracy, CA 95304",Aspire Apartments,https://www.apartments.com/aspire-apartments-tracy-ca/l940xjf/,CA,,Apartment,95304
,,,,,,,,"$1,400","$1,600",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,400'}, {'bedroom_type': '2 Beds', 'price': '$1,600'}]",Sacramento,"7134 Gloria Dr, Sacramento, CA 95831",Avondale Apartments-NO AVAILABILITY,https://www.apartments.com/avondale-apartments-no-availability-sacramento-ca/ytd8f7r/,CA,,Apartment,95831
,,,,,,,,"$1,795","$2,095",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,795'}, {'bedroom_type': '2 Beds', 'price': '$2,095'}]",Lake Forest,"20700-20702 El Toro Rd, Lake Forest, CA 92630",River Oaks,https://www.apartments.com/river-oaks-lake-forest-ca/ykg2cqt/,CA,,Apartment,92630
,,,,,,,,,"$2,195","$2,825",,,"[{'bedroom_type': '2 Beds', 'price': '$2,195'}, {'bedroom_type': '3 Beds', 'price': '$2,825'}]",Laguna Niguel,"30001 Golden Lantern, Laguna Niguel, CA 92677",Laguna Serrano Apartments,https://www.apartments.com/laguna-serrano-apartments-laguna-niguel-ca/q6r7h9z/,CA,,Apartment,92677
,,,,,,,,"$1,650","$1,950",,,,"[{'bedroom_type': 'Studio', 'price': '$1,409'}, {'bedroom_type': '1 Bed', 'price': '$1,650'}, {'bedroom_type': '2 Beds', 'price': '$1,950'}]",Reseda,"18014 Sherman Way, Reseda, CA 91335",Concord Square Apartments,https://www.apartments.com/concord-square-apartments-reseda-ca/ehgljyn/,CA,"$1,409",Apartment,91335
,,,,,,,,"$1,565","$1,799","$2,115",,,"[{'bedroom_type': '1 Bed', 'price': '$1,565'}, {'bedroom_type': '2 Beds', 'price': '$1,799'}, {'bedroom_type': '3 Beds', 'price': '$2,115'}]",Temecula,"31220 Samantha Ln, Temecula, CA 92592",Temecula Creek Villas,https://www.apartments.com/temecula-creek-villas-temecula-ca/8yv2123/,CA,,Apartment,92592
,,,,,,,,"$1,370","$1,530",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,370'}, {'bedroom_type': '2 Beds', 'price': '$1,530'}]",Palm Desert,"73373 Country Club Dr, Palm Desert, CA 92260",The Regent Palm Desert Apartment Homes,https://www.apartments.com/the-regent-palm-desert-apartment-homes-palm-desert-ca/ygq6nps/,CA,,Apartment,92260
,,,,,,,,,"$1,715","$2,053",,,"[{'bedroom_type': '2 Beds', 'price': '$1,715'}, {'bedroom_type': '3 Beds', 'price': '$2,053'}]",Loma Linda,"25590 Prospect Ave, Loma Linda, CA 92354",Oasis Townhome Apartments,https://www.apartments.com/oasis-townhome-apartments-loma-linda-ca/xfnsepq/,CA,,Apartment,92354
,,,,,,,,,"$1,347",,,,"[{'bedroom_type': '2 Beds', 'price': '$1,347'}]",Highland,"26660 9th St, Highland, CA 92346",Raintree Apartments,https://www.apartments.com/raintree-apartments-highland-ca/qjf4zmz/,CA,,Apartment,92346
,,,,,,,,"$3,095","$3,750",,,,"[{'bedroom_type': '1 Bed', 'price': '$3,095'}, {'bedroom_type': '2 Beds', 'price': '$3,750'}]",Sunnyvale,"1000 Escalon Ave, Sunnyvale, CA 94085",The Meadows Apartments,https://www.apartments.com/the-meadows-apartments-sunnyvale-ca/4fzr7tk/,CA,,Apartment,94085
,,,,,,,,"$1,390","$1,505",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,390'}, {'bedroom_type': '2 Beds', 'price': '$1,505'}]",Sacramento,"9750 Old Placerville Rd, Sacramento, CA 95827",Living the Best Life at Arbor Pointe,https://www.apartments.com/living-the-best-life-at-arbor-pointe-sacramento-ca/s7vjv06/,CA,,Apartment,95827
,,,,,,,,"$1,825","$2,030","$2,510",,,"[{'bedroom_type': '1 Bed', 'price': '$1,825'}, {'bedroom_type': '2 Beds', 'price': '$2,030'}, {'bedroom_type': '3 Beds', 'price': '$2,510'}]",Pittsburg,"110 Dias Cir, Pittsburg, CA 94565",Ventana,https://www.apartments.com/ventana-pittsburg-ca/yb5czer/,CA,,Apartment,94565
,,,,,,,,"$1,880","$2,410",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,880'}, {'bedroom_type': '2 Beds', 'price': '$2,410'}]",Garden Grove,"12801 Brookhurst St, Garden Grove, CA 92840",Brookhurst Place,https://www.apartments.com/brookhurst-place-garden-grove-ca/xfhzfjq/,CA,,Apartment,92840
,,,,,,,,"$2,535","$3,100","$3,725",,,"[{'bedroom_type': '1 Bed', 'price': '$2,535'}, {'bedroom_type': '2 Beds', 'price': '$3,100'}, {'bedroom_type': '3 Beds', 'price': '$3,725'}]",Milpitas,"755 E Capitol Ave, Milpitas, CA 95035",The Crossing at Montague,https://www.apartments.com/the-crossing-at-montague-milpitas-ca/843fym2/,CA,,Apartment,95035
,,,,,,,,"$1,240","$1,445",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,240'}, {'bedroom_type': '2 Beds', 'price': '$1,445'}]",Citrus Heights,"7311 Huntington Square Ln, Citrus Heights, CA 95621",Huntington Square,https://www.apartments.com/huntington-square-citrus-heights-ca/cjxyrwf/,CA,,Apartment,95621
,,,,,,,,"$1,140","$1,360",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,140'}, {'bedroom_type': '2 Beds', 'price': '$1,360'}]",Sacramento,"5351 47th Ave, Sacramento, CA 95824",Greenridge Apartments,https://www.apartments.com/greenridge-apartments-sacramento-ca/y078b3r/,CA,,Apartment,95824
,,,,,,,,,,,,,"[{'bedroom_type': '\r\n\t\t\t\t\t\t\t\t\t\t\t\t1 Bed\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n2 Beds\t\t\t\t\t\t\t\t\t\t', 'price': ''}]",San Francisco,"50 Jones St, San Francisco, CA 94102",50 Jones,https://www.apartments.com/50-jones-san-francisco-ca/79rtqtx/,CA,,Apartment,94102
,,,,,,,,"$1,250","$1,495","$1,695",,,"[{'bedroom_type': '1 Bed', 'price': '$1,250'}, {'bedroom_type': '2 Beds', 'price': '$1,495'}, {'bedroom_type': '3 Beds', 'price': '$1,695'}]",Rialto,"210 N Beechwood Ave, Rialto, CA 92376",Bella Park Apartments,https://www.apartments.com/bella-park-apartments-rialto-ca/7jky7hx/,CA,,Apartment,92376
,,,,,,,,"$1,065","$1,225",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,065'}, {'bedroom_type': '2 Beds', 'price': '$1,225'}]",Fresno,"4262 Figarden Dr, Fresno, CA 93722",Villa Lucia Apartments,https://www.apartments.com/villa-lucia-apartments-fresno-ca/jk2zpg7/,CA,,Apartment,93722
,,,,,,,,"$1,416","$1,821",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,416'}, {'bedroom_type': '2 Beds', 'price': '$1,821'}]",Pomona,"777 E 3rd St, Pomona, CA 91766",777 PLACE,https://www.apartments.com/777-place-pomona-ca/vnj44rg/,CA,,Apartment,91766
,,,,,,,,"$1,905","$2,415",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,905'}, {'bedroom_type': '2 Beds', 'price': '$2,415'}]",Santa Ana,"3600 Aspen Village Way, Santa Ana, CA 92704",Aspen Village,https://www.apartments.com/aspen-village-santa-ana-ca/mlhswek/,CA,,Apartment,92704
,,,,,,,,"$1,805","$2,200",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,805'}, {'bedroom_type': '2 Beds', 'price': '$2,200'}]",Santa Ana,"1601 W Macarthur Blvd, Santa Ana, CA 92704",The Aspens South Coast,https://www.apartments.com/the-aspens-south-coast-santa-ana-ca/n50w5wp/,CA,,Apartment,92704
,,,,,,,,"$1,495","$1,790",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,495'}, {'bedroom_type': '2 Beds', 'price': '$1,790'}]",Riverside,"7955 Magnolia Ave, Riverside, CA 92504",The Aspens Riverside,https://www.apartments.com/the-aspens-riverside-riverside-ca/nq1v8gn/,CA,,Apartment,92504
,,,,,,,,"$1,795","$2,040",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,795'}, {'bedroom_type': '2 Beds', 'price': '$2,040'}]",Santa Ana,"1201 E Fairhaven Ave, Santa Ana, CA 92705",The Aspens Fairhaven,https://www.apartments.com/the-aspens-fairhaven-santa-ana-ca/1hwm7g5/,CA,,Apartment,92705
,,,,,,,,,"$2,799",,,,"[{'bedroom_type': '2 Beds', 'price': '$2,799'}]",Torrance,"23418 Anza Ave, Torrance, CA 90505",The CitiZen South Bay on Anza,https://www.apartments.com/the-citizen-south-bay-on-anza-torrance-ca/kjkyvb9/,CA,,Apartment,90505
,,,,,,,,,"$2,500",,,,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",Van Nuys,"6940 Sepulveda Blvd, Van Nuys, CA 91405",6940 Sepulveda Apartment Homes,https://www.apartments.com/6940-sepulveda-apartment-homes-van-nuys-ca/0cznkw1/,CA,,Apartment,91405
,,,,,,,,"$4,200","$5,800",,,,"[{'bedroom_type': '1 Bed', 'price': '$4,200'}, {'bedroom_type': '2 Beds', 'price': '$5,800'}]",Los Angeles,"888 Hilgard Ave, Los Angeles, CA 90024",888 Hilgard Furnished Apartments,https://www.apartments.com/888-hilgard-furnished-apartments-los-angeles-ca/d2rh6bh/,CA,,Apartment,90024
,,,,,,,,"$1,995","$2,425","$2,895",,,"[{'bedroom_type': '1 Bed', 'price': '$1,995'}, {'bedroom_type': '2 Beds', 'price': '$2,425'}, {'bedroom_type': '3 Beds', 'price': '$2,895'}]",Newark,"35750 Bettencourt St, Newark, CA 94560",DYLN Apartments,https://www.apartments.com/dyln-apartments-newark-ca/bdmlkzb/,CA,,Apartment,94560
,,,,,,,,"$1,375","$1,515",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,375'}, {'bedroom_type': '2 Beds', 'price': '$1,515'}]",Sacramento,"7459 Rush River Dr, Sacramento, CA 95831",Riverstone Apartments,https://www.apartments.com/riverstone-apartments-sacramento-ca/45zbdch/,CA,,Apartment,95831
,,,,,,,,"$1,416","$1,590",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,416'}, {'bedroom_type': '2 Beds', 'price': '$1,590'}]",Loma Linda,"25701 Van Leuven Ave, Loma Linda, CA 92354",Monterey Pines Apartments,https://www.apartments.com/monterey-pines-apartments-loma-linda-ca/yfgsxpt/,CA,,Apartment,92354
,,,,,,,,"$1,525","$1,825",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,525'}, {'bedroom_type': '2 Beds', 'price': '$1,825'}]",Sacramento,"2201 Arena Blvd, Sacramento, CA 95834",Ashton Parc Apartments,https://www.apartments.com/ashton-parc-apartments-sacramento-ca/hkw5h72/,CA,,Apartment,95834
,,,,,,,,,"$2,320","$3,145",,,"[{'bedroom_type': '2 Beds', 'price': '$2,320'}, {'bedroom_type': '3 Beds', 'price': '$3,145'}]",San Jose,"2055 Summerside Dr, San Jose, CA 95122",Summerwind Apartments,https://www.apartments.com/summerwind-apartments-san-jose-ca/4xh8sfj/,CA,,Apartment,95122
,,,,,,,,,,,,,"[{'bedroom_type': '\r\n\t\t\t\t\t\t\t\t\t\t\t\t2 Beds\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n4 Beds\t\t\t\t\t\t\t\t\t\t', 'price': ''}]",Anaheim,"2130 W Crescent Ave, Anaheim, CA 92801",Tara Hill Apartments,https://www.apartments.com/tara-hill-apartments-anaheim-ca/hb1pn81/,CA,,Apartment,92801
,,,,,,,,"$1,820","$2,170","$2,370",,,"[{'bedroom_type': '1 Bed', 'price': '$1,820'}, {'bedroom_type': '2 Beds', 'price': '$2,170'}, {'bedroom_type': '3 Beds', 'price': '$2,370'}]",San Diego,"10878 Poblado Rd, San Diego, CA 92127",La Terraza Apartments,https://www.apartments.com/la-terraza-apartments-san-diego-ca/517s4bp/,CA,,Apartment,92127
,,,,,,,,"$1,385",,,,,"[{'bedroom_type': '1 Bed', 'price': '$1,385'}]",Escondido,"715 N Broadway, Escondido, CA 92025",55 + Casa Escondida,https://www.apartments.com/55-casa-escondida-escondido-ca/sy1kck5/,CA,,Apartment,92025
,,,,,,,,,"$3,350","$3,405","$6,500",,"[{'bedroom_type': 'Studio', 'price': '$1,700'}, {'bedroom_type': '2 Beds', 'price': '$3,350'}, {'bedroom_type': '3 Beds', 'price': '$3,405'}, {'bedroom_type': '4 Beds', 'price': '$6,500'}]",San Francisco,"222 Halleck St, San Francisco, CA 94129",The Presidio Residences,https://www.apartments.com/the-presidio-residences-san-francisco-ca/n3sbxgq/,CA,"$1,700",Apartment,94129
,,,,,,,,"$2,800","$2,800",,,,"[{'bedroom_type': '1 Bed', 'price': '$2,800'}, {'bedroom_type': '2 Beds', 'price': '$2,800'}]",San Jose,"1785 Almaden Rd, San Jose, CA 95125",Scotia Apartments,https://www.apartments.com/scotia-apartments-san-jose-ca/b44x7bb/,CA,,Apartment,95125
,,,,,,,,"$1,385","$1,540",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,385'}, {'bedroom_type': '2 Beds', 'price': '$1,540'}]",San Bernardino,"1930 W College Ave, San Bernardino, CA 92407",Broadstone Apartment Homes,https://www.apartments.com/broadstone-apartment-homes-san-bernardino-ca/y13r95r/,CA,,Apartment,92407
,,,,,,,,"$1,175","$1,455",,,,"[{'bedroom_type': '1 Bed', 'price': '$1,175'}, {'bedroom_type': '2 Beds', 'price': '$1,455'}]",Riverside,"5200 Chicago Ave, Riverside, CA 92507",Canyon Crest Village Apartments,https://www.apartments.com/canyon-crest-village-apartments-riverside-ca/rfdlw62/,CA,,Apartment,92507
,,,,,,,,"$1,455","$1,695",,,,"[{'bedroom_type': 'Studio', 'price': '$1,200'}, {'bedroom_type': '1 Bed', 'price': '$1,455'}, {'bedroom_type': '2 Beds', 'price': '$1,695'}]",Upland,"1539 W 7th St, Upland, CA 91786",Canyon Club Apartments,https://www.apartments.com/canyon-club-apartments-upland-ca/dgnvyll/,CA,"$1,200",Apartment,91786
,,,,,,,,,,"$3,865",,,"[{'bedroom_type': '3 Beds', 'price': '$3,865'}]",Santa Ana,"1901 E 1st St, Santa Ana, CA 92705",Nineteen01 Luxury Apartments,https://www.apartments.com/nineteen01-luxury-apartments-santa-ana-ca/j3093m6/,CA,,Apartment,92705
