"
												1 Bed
														–
2 Beds										","
												Studio
														–
3 Beds										",1 Bed,2 Beds,3 Beds,4 Beds,Bedroom_Info,City_Rent,Full_Address,Property_Name_Rent,Rent_link,State_Rent,Studio,Type,Zip_code
,,"$3,330","$3,925",,,"[{'bedroom_type': 'Studio', 'price': '$2,595'}, {'bedroom_type': '1 Bed', 'price': '$3,330'}, {'bedroom_type': '2 Beds', 'price': '$3,925'}]",Oakland,"2302 Valdez St, Oakland, CA 94612",Alta Waverly,https://www.apartments.com/alta-waverly-oakland-ca/qhn9g7w/,CA,"$2,595",Apartment,94612
,,"$2,604","$3,261",,,"[{'bedroom_type': 'Studio', 'price': '$2,121'}, {'bedroom_type': '1 Bed', 'price': '$2,604'}, {'bedroom_type': '2 Beds', 'price': '$3,261'}]",Long Beach,"442 W Ocean Blvd, Long Beach, CA 90802",442 Residences,https://www.apartments.com/442-residences-long-beach-ca/thf2xqc/,CA,"$2,121",Apartment,90802
,,"$2,129","$2,571",,,"[{'bedroom_type': 'Studio', 'price': '$2,080'}, {'bedroom_type': '1 Bed', 'price': '$2,129'}, {'bedroom_type': '2 Beds', 'price': '$2,571'}]",Canoga Park,"21425 Vanowen St, Canoga Park, CA 91303",Mira,https://www.apartments.com/mira-canoga-park-ca/38l7eqg/,CA,"$2,080",Apartment,91303
,,"$3,572","$4,202",,,"[{'bedroom_type': '1 Bed', 'price': '$3,572'}, {'bedroom_type': '2 Beds', 'price': '$4,202'}, {'bedroom_type': '3 Beds', 'price': ''}]",Menlo Park,"3645 Haven Ave, Menlo Park, CA 94025",Elan Menlo Park,https://www.apartments.com/elan-menlo-park-menlo-park-ca/9yntwg4/,CA,,Apartment,94025
,,,"$2,266","$2,730",,"[{'bedroom_type': '2 Beds', 'price': '$2,266'}, {'bedroom_type': '3 Beds', 'price': '$2,730'}, {'bedroom_type': '4 Beds', 'price': ''}]",Chula Vista,"1924 E Palomar St, Chula Vista, CA 91913",Contessa @ Otay Ranch,https://www.apartments.com/contessa-otay-ranch-chula-vista-ca/kwdn4l9/,CA,,Apartment,91913
,,"$2,680","$3,190",,,"[{'bedroom_type': '1 Bed', 'price': '$2,680'}, {'bedroom_type': '2 Beds', 'price': '$3,190'}]",Milpitas,"753 Montague Expy, Milpitas, CA 95035",The Edge,https://www.apartments.com/the-edge-milpitas-ca/rn2vmg3/,CA,,Apartment,95035
,,"$3,150","$3,817",,,"[{'bedroom_type': 'Studio', 'price': '$2,775'}, {'bedroom_type': '1 Bed', 'price': '$3,150'}, {'bedroom_type': '2 Beds', 'price': '$3,817'}]",San Jose,"98 N 1st St, San Jose, CA 95113",The James Apartments,https://www.apartments.com/the-james-apartments-san-jose-ca/pyd13kv/,CA,"$2,775",Apartment,95113
,,"$1,670",,"$2,395",,"[{'bedroom_type': '1 Bed', 'price': '$1,670'}, {'bedroom_type': '2 Beds', 'price': ''}, {'bedroom_type': '3 Beds', 'price': '$2,395'}]",Ontario,"1056 E Philadelphia St, Ontario, CA 91761",Paloma Apartment Homes,https://www.apartments.com/paloma-apartment-homes-ontario-ca/rfez9k0/,CA,,Apartment,91761
,,"$2,515","$3,275",,,"[{'bedroom_type': 'Studio', 'price': '$2,460'}, {'bedroom_type': '1 Bed', 'price': '$2,515'}, {'bedroom_type': '2 Beds', 'price': '$3,275'}]",Inglewood,"11622 Aviation Blvd, Inglewood, CA 90304",Bell South Bay,https://www.apartments.com/bell-south-bay-inglewood-ca/ygvm09r/,CA,"$2,460",Apartment,90304
,,"$3,299",,,,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$3,299'}, {'bedroom_type': '2 Beds', 'price': ''}]",Los Angeles,"639 N Fairfax Ave, Los Angeles, CA 90036",nVe AT FAIRFAX,https://www.apartments.com/nve-at-fairfax-los-angeles-ca/6nsdw3t/,CA,,Apartment,90036
,,"$1,999","$2,699",,,"[{'bedroom_type': 'Studio', 'price': '$2,116'}, {'bedroom_type': '1 Bed', 'price': '$1,999'}, {'bedroom_type': '2 Beds', 'price': '$2,699'}, {'bedroom_type': '3 Beds', 'price': ''}]",San Diego,"8725 Ariva Ct, San Diego, CA 92123",Vive on the Park,https://www.apartments.com/vive-on-the-park-san-diego-ca/8xv3c70/,CA,"$2,116",Apartment,92123
,,"$1,390","$1,741","$1,998",,"[{'bedroom_type': '1 Bed', 'price': '$1,390'}, {'bedroom_type': '2 Beds', 'price': '$1,741'}, {'bedroom_type': '3 Beds', 'price': '$1,998'}]",Sacramento,"7640 W Stockton Blvd, Sacramento, CA 95823",The Landing at College Square,https://www.apartments.com/the-landing-at-college-square-sacramento-ca/wkyer5j/,CA,,Apartment,95823
,,"$3,164","$4,900","$8,820",,"[{'bedroom_type': 'Studio', 'price': '$2,462'}, {'bedroom_type': '1 Bed', 'price': '$3,164'}, {'bedroom_type': '2 Beds', 'price': '$4,900'}, {'bedroom_type': '3 Beds', 'price': '$8,820'}]",Los Angeles,"1000 W 8th St, Los Angeles, CA 90017",THEA at Metropolis,https://www.apartments.com/thea-at-metropolis-los-angeles-ca/77hmelw/,CA,"$2,462",Apartment,90017
,,"$1,990","$2,399",,,"[{'bedroom_type': '1 Bed', 'price': '$1,990'}, {'bedroom_type': '2 Beds', 'price': '$2,399'}]",West Covina,"301 S Glendora Ave, West Covina, CA 91790",The Colony at The Lakes,https://www.apartments.com/the-colony-at-the-lakes-west-covina-ca/2mlw109/,CA,,Apartment,91790
,,"$2,405","$2,775","$3,510",,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,405'}, {'bedroom_type': '2 Beds', 'price': '$2,775'}, {'bedroom_type': '3 Beds', 'price': '$3,510'}]",Hercules,"1375 Sycamore Ave, Hercules, CA 94547",Aventine,https://www.apartments.com/aventine-hercules-ca/6dws4qr/,CA,,Apartment,94547
,,"$1,520","$1,683","$2,335",,"[{'bedroom_type': '1 Bed', 'price': '$1,520'}, {'bedroom_type': '2 Beds', 'price': '$1,683'}, {'bedroom_type': '3 Beds', 'price': '$2,335'}]",Gold River,"12155 Tributary Point Dr, Gold River, CA 95670",COBBLE OAKS APARTMENTS,https://www.apartments.com/cobble-oaks-apartments-gold-river-ca/nsxp37q/,CA,,Apartment,95670
,,"$3,262","$3,656","$4,255",,"[{'bedroom_type': '1 Bed', 'price': '$3,262'}, {'bedroom_type': '2 Beds', 'price': '$3,656'}, {'bedroom_type': '3 Beds', 'price': '$4,255'}]",Culver City,"9901 Washington Blvd, Culver City, CA 90232",Harlow Culver City,https://www.apartments.com/harlow-culver-city-culver-city-ca/z4mhd3z/,CA,,Apartment,90232
,,,"$1,830","$2,025","$2,065","[{'bedroom_type': '2 Beds', 'price': '$1,830'}, {'bedroom_type': '3 Beds', 'price': '$2,025'}, {'bedroom_type': '4 Beds', 'price': '$2,065'}]",Antelope,"3700 Navaho Dr, Antelope, CA 95843",The Arbors at Antelope,https://www.apartments.com/the-arbors-at-antelope-antelope-ca/cmw4jmd/,CA,,Apartment,95843
,,"$1,650","$1,900",,,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$1,650'}, {'bedroom_type': '2 Beds', 'price': '$1,900'}]",San Diego,"2420 Cardinal Dr, San Diego, CA 92123",Modernaire Apartments,https://www.apartments.com/modernaire-apartments-san-diego-ca/xxhp0km/,CA,,Apartment,92123
,,"$1,738","$1,698","$2,454",,"[{'bedroom_type': '1 Bed', 'price': '$1,738'}, {'bedroom_type': '2 Beds', 'price': '$1,698'}, {'bedroom_type': '3 Beds', 'price': '$2,454'}]",Corona,"451 Wellesley Dr, Corona, CA 92879",Promenade Terrace,https://www.apartments.com/promenade-terrace-corona-ca/01g5wb2/,CA,,Apartment,92879
,,"$2,064","$2,638",,,"[{'bedroom_type': 'Studio', 'price': '$1,917'}, {'bedroom_type': '1 Bed', 'price': '$2,064'}, {'bedroom_type': '2 Beds', 'price': '$2,638'}]",Hayward,"22294 City Center Dr, Hayward, CA 94541",Creekwood,https://www.apartments.com/creekwood-hayward-ca/per3r3t/,CA,"$1,917",Apartment,94541
,,,"$3,375","$9,730",,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$3,375'}, {'bedroom_type': '3 Beds', 'price': '$9,730'}]",Irvine,"401 Rockefeller, Irvine, CA 92612",Astoria at Central Park West Apartments,https://www.apartments.com/astoria-at-central-park-west-apartments-irvine-ca/281rrcc/,CA,,Apartment,92612
,,"$2,030","$2,460",,,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,030'}, {'bedroom_type': '2 Beds', 'price': '$2,460'}, {'bedroom_type': '3 Beds', 'price': ''}]",Fullerton,"250 W Santa Fe Ave, Fullerton, CA 92832",Malden Station by Windsor,https://www.apartments.com/malden-station-by-windsor-fullerton-ca/3dyvkse/,CA,,Apartment,92832
,,"$2,030","$2,595",,,"[{'bedroom_type': 'Studio', 'price': '$1,725'}, {'bedroom_type': '1 Bed', 'price': '$2,030'}, {'bedroom_type': '2 Beds', 'price': '$2,595'}]",Northridge,"19401 Parthenia St, Northridge, CA 91324",Alder,https://www.apartments.com/alder-northridge-ca/44wvmph/,CA,"$1,725",Apartment,91324
,,"$1,935","$2,456",,,"[{'bedroom_type': 'Studio', 'price': '$1,811'}, {'bedroom_type': '1 Bed', 'price': '$1,935'}, {'bedroom_type': '2 Beds', 'price': '$2,456'}]",Walnut Creek,"1459 Creekside Dr, Walnut Creek, CA 94596",The Retreat,https://www.apartments.com/the-retreat-walnut-creek-ca/1hw8tq7/,CA,"$1,811",Apartment,94596
,,"$1,450","$1,257",,,"[{'bedroom_type': '1 Bed', 'price': '$1,450'}, {'bedroom_type': '2 Beds', 'price': '$1,257'}]",Folsom,"1600 Canyon Terrace Ln, Folsom, CA 95630",Canyon Terrace,https://www.apartments.com/canyon-terrace-folsom-ca/hrx3kx1/,CA,,Apartment,95630
,,"$1,674","$1,923","$2,327",,"[{'bedroom_type': '1 Bed', 'price': '$1,674'}, {'bedroom_type': '2 Beds', 'price': '$1,923'}, {'bedroom_type': '3 Beds', 'price': '$2,327'}]",Santee,"300 Town Center Pky, Santee, CA 92071",Parc One,https://www.apartments.com/parc-one-santee-ca/0zcvhv1/,CA,,Apartment,92071
,,,"$1,630",,,"[{'bedroom_type': '2 Beds', 'price': '$1,630'}]",Corona,"1261 Ryan Ln, Corona, CA 92882",Lincoln Park Apartments,https://www.apartments.com/lincoln-park-apartments-corona-ca/jsy6fs5/,CA,,Apartment,92882
,,"$1,405","$1,570",,,"[{'bedroom_type': '1 Bed', 'price': '$1,405'}, {'bedroom_type': '2 Beds', 'price': '$1,570'}]",Folsom,"7550 Folsom Auburn Rd, Folsom, CA 95630",Lake Pointe,https://www.apartments.com/lake-pointe-folsom-ca/lqp8zse/,CA,,Apartment,95630
,,"$2,806","$3,510","$5,139",,"[{'bedroom_type': '1 Bed', 'price': '$2,806'}, {'bedroom_type': '2 Beds', 'price': '$3,510'}, {'bedroom_type': '3 Beds', 'price': '$5,139'}]",San Francisco,"3711 19th Ave, San Francisco, CA 94132",Parkmerced,https://www.apartments.com/parkmerced-san-francisco-ca/26ht3d9/,CA,,Apartment,94132
,,"$1,812","$2,149",,,"[{'bedroom_type': '1 Bed', 'price': '$1,812'}, {'bedroom_type': '2 Beds', 'price': '$2,149'}]",San Clemente,"1100 Calle Del Cerro, San Clemente, CA 92672",Rancho Del Mar,https://www.apartments.com/rancho-del-mar-san-clemente-ca/twmqmh8/,CA,,Apartment,92672
,,"$2,549","$2,911",,,"[{'bedroom_type': 'Studio', 'price': '$2,209'}, {'bedroom_type': '1 Bed', 'price': '$2,549'}, {'bedroom_type': '2 Beds', 'price': '$2,911'}]",San Jose,"4501 Snell Ave, San Jose, CA 95136",Terra House Apartments,https://www.apartments.com/terra-house-apartments-san-jose-ca/ffy3pgs/,CA,"$2,209",Apartment,95136
,,,"$3,503","$4,972",,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$3,503'}, {'bedroom_type': '3 Beds', 'price': '$4,972'}]",Corte Madera,"195-205 Tamal Vista Blvd, Corte Madera, CA 94925",Tam Ridge,https://www.apartments.com/tam-ridge-corte-madera-ca/mmx3dzl/,CA,,Apartment,94925
,,"$1,215","$1,410",,,"[{'bedroom_type': '1 Bed', 'price': '$1,215'}, {'bedroom_type': '2 Beds', 'price': '$1,410'}]",Fair Oaks,"12202 Fair Oaks Blvd, Fair Oaks, CA 95628",ECLIPSE 96 APARTMENTS,https://www.apartments.com/eclipse-96-apartments-fair-oaks-ca/xege9eq/,CA,,Apartment,95628
,,"$1,945","$2,295",,,"[{'bedroom_type': '1 Bed', 'price': '$1,945'}, {'bedroom_type': '2 Beds', 'price': '$2,295'}]",Carson,"950 E Del Amo Blvd, Carson, CA 90746",El Cordova Apartments,https://www.apartments.com/el-cordova-apartments-carson-ca/d2lp5qh/,CA,,Apartment,90746
,,,"$1,700","$2,095",,"[{'bedroom_type': '2 Beds', 'price': '$1,700'}, {'bedroom_type': '3 Beds', 'price': '$2,095'}]",Chino,"13151 Yorba Ave, Chino, CA 91710",Park West Apartments,https://www.apartments.com/park-west-apartments-chino-ca/xm8dhcq/,CA,,Apartment,91710
,,"$1,920","$2,280","$2,925",,"[{'bedroom_type': '1 Bed', 'price': '$1,920'}, {'bedroom_type': '2 Beds', 'price': '$2,280'}, {'bedroom_type': '3 Beds', 'price': '$2,925'}]",San Pedro,"1286 W Capitol Dr, San Pedro, CA 90732",Harborview,https://www.apartments.com/harborview-san-pedro-ca/1e0b8z5/,CA,,Apartment,90732
,,"$1,815","$2,650","$3,372",,"[{'bedroom_type': 'Studio', 'price': '$1,395'}, {'bedroom_type': '1 Bed', 'price': '$1,815'}, {'bedroom_type': '2 Beds', 'price': '$2,650'}, {'bedroom_type': '3 Beds', 'price': '$3,372'}]",San Diego,"453 13th St, San Diego, CA 92101",Entrada Apartments,https://www.apartments.com/entrada-apartments-san-diego-ca/peg5vbv/,CA,"$1,395",Apartment,92101
,,"$1,845","$2,074","$2,515",,"[{'bedroom_type': '1 Bed', 'price': '$1,845'}, {'bedroom_type': '2 Beds', 'price': '$2,074'}, {'bedroom_type': '3 Beds', 'price': '$2,515'}]",West Covina,"624-656 S Glendora Ave, West Covina, CA 91790",NOLA624,https://www.apartments.com/nola624-west-covina-ca/m8t8xjk/,CA,,Apartment,91790
,,"$1,770","$1,895",,,"[{'bedroom_type': 'Studio', 'price': '$1,615'}, {'bedroom_type': '1 Bed', 'price': '$1,770'}, {'bedroom_type': '2 Beds', 'price': '$1,895'}]",Thousand Oaks,"887 Saint Charles Dr, Thousand Oaks, CA 91360",Charter Oaks Apartments,https://www.apartments.com/charter-oaks-apartments-thousand-oaks-ca/2fgllhb/,CA,"$1,615",Apartment,91360
,,"$4,200","$4,800",,,"[{'bedroom_type': '1 Bed', 'price': '$4,200'}, {'bedroom_type': '2 Beds', 'price': '$4,800'}]",Carlsbad,"6800 Embarcadero Ln, Carlsbad, CA 92011",Bluwater Crossing,https://www.apartments.com/bluwater-crossing-carlsbad-ca/rcelt90/,CA,,Apartment,92011
,,"$1,381","$1,467",,,"[{'bedroom_type': '1 Bed', 'price': '$1,381'}, {'bedroom_type': '2 Beds', 'price': '$1,467'}]",Fair Oaks,"9800 Fair Oaks Blvd, Fair Oaks, CA 95628",98Hundred,https://www.apartments.com/98hundred-fair-oaks-ca/0rdcs40/,CA,,Apartment,95628
,,"$1,681","$1,991",,,"[{'bedroom_type': '1 Bed', 'price': '$1,681'}, {'bedroom_type': '2 Beds', 'price': '$1,991'}]",Riverside,"5880 Fair Isle Dr, Riverside, CA 92507",Colonnade,https://www.apartments.com/colonnade-riverside-ca/m7qjf9k/,CA,,Apartment,92507
,,"$1,715","$2,065","$2,555",,"[{'bedroom_type': '1 Bed', 'price': '$1,715'}, {'bedroom_type': '2 Beds', 'price': '$2,065'}, {'bedroom_type': '3 Beds', 'price': '$2,555'}]",Redlands,"27000 W Lugonia Ave, Redlands, CA 92374",Circa 2020,https://www.apartments.com/circa-2020-redlands-ca/k1t86zc/,CA,,Apartment,92374
,,"$1,550","$2,020",,,"[{'bedroom_type': '1 Bed', 'price': '$1,550'}, {'bedroom_type': '2 Beds', 'price': '$2,020'}]",Van Nuys,"14955 Saticoy St, Van Nuys, CA 91405",Saticoy Gardens,https://www.apartments.com/saticoy-gardens-van-nuys-ca/gc2y2fz/,CA,,Apartment,91405
,,"$2,600",,,,"[{'bedroom_type': '1 Bed', 'price': '$2,600'}]",Los Gatos,"20 E Main St, Los Gatos, CA 95030",El Gato Penthouse,https://www.apartments.com/el-gato-penthouse-los-gatos-ca/vgcg4pg/,CA,,Apartment,95030
,,"$1,815","$2,220",,,"[{'bedroom_type': 'Studio', 'price': '$1,610'}, {'bedroom_type': '1 Bed', 'price': '$1,815'}, {'bedroom_type': '2 Beds', 'price': '$2,220'}]",Northridge,"9830 Reseda Blvd, Northridge, CA 91324",Candlewood North,https://www.apartments.com/candlewood-north-northridge-ca/bs19lc8/,CA,"$1,610",Apartment,91324
,,"$1,391","$1,432",,,"[{'bedroom_type': '1 Bed', 'price': '$1,391'}, {'bedroom_type': '2 Beds', 'price': '$1,432'}]",Rocklin,"5240 Rocklin Rd, Rocklin, CA 95677",Rocklin Manor,https://www.apartments.com/rocklin-manor-rocklin-ca/7gz2chw/,CA,,Apartment,95677
,,"$1,357","$1,604",,,"[{'bedroom_type': '1 Bed', 'price': '$1,357'}, {'bedroom_type': '2 Beds', 'price': '$1,604'}]",Lancaster,"43032 30th St W, Lancaster, CA 93536",Park West Village,https://www.apartments.com/park-west-village-lancaster-ca/xfsq91p/,CA,,Apartment,93536
,,"$1,668","$2,064",,,"[{'bedroom_type': 'Studio', 'price': '$1,522'}, {'bedroom_type': '1 Bed', 'price': '$1,668'}, {'bedroom_type': '2 Beds', 'price': '$2,064'}]",Chatsworth,"9901 Lurline Ave, Chatsworth, CA 91311",Waterstone,https://www.apartments.com/waterstone-chatsworth-ca/vymngsf/,CA,"$1,522",Apartment,91311
,,"$1,882","$2,156",,,"[{'bedroom_type': '1 Bed', 'price': '$1,882'}, {'bedroom_type': '2 Beds', 'price': '$2,156'}, {'bedroom_type': '3 Beds', 'price': ''}]",Napa,"700 Stonehouse Dr, Napa, CA 94558",Vineyard Terrace,https://www.apartments.com/vineyard-terrace-napa-ca/ytcjh5s/,CA,,Apartment,94558
,,"$1,880","$1,975",,,"[{'bedroom_type': '1 Bed', 'price': '$1,880'}, {'bedroom_type': '2 Beds', 'price': '$1,975'}]",Placentia,"310 S Jefferson St, Placentia, CA 92870",Merrick Apartments,https://www.apartments.com/merrick-apartments-placentia-ca/wfc8p5j/,CA,,Apartment,92870
,,,"$2,195","$2,385",,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$2,195'}, {'bedroom_type': '3 Beds', 'price': '$2,385'}, {'bedroom_type': '4 Beds', 'price': ''}]",Rocklin,"3339 Marlee Way, Rocklin, CA 95677",THE TERRACES AT STANFORD RANCH,https://www.apartments.com/the-terraces-at-stanford-ranch-rocklin-ca/kjps999/,CA,,Apartment,95677
,,"$1,552","$1,601",,,"[{'bedroom_type': '1 Bed', 'price': '$1,552'}, {'bedroom_type': '2 Beds', 'price': '$1,601'}]",Redlands,"1601 Barton Rd, Redlands, CA 92373",Parkview Terrace,https://www.apartments.com/parkview-terrace-redlands-ca/3fdq54g/,CA,,Apartment,92373
,,"$1,565","$1,910",,,"[{'bedroom_type': '1 Bed', 'price': '$1,565'}, {'bedroom_type': '2 Beds', 'price': '$1,910'}, {'bedroom_type': '3 Beds', 'price': ''}]",Corona,"211 W Rincon St, Corona, CA 92880",Artisan at Main Street Metro,https://www.apartments.com/artisan-at-main-street-metro-corona-ca/4xpeq2l/,CA,,Apartment,92880
,,,,,,"[{'bedroom_type': '\r\n\t\t\t\t\t\t\t\t\t\t\t\t1 Bed\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n2 Beds\t\t\t\t\t\t\t\t\t\t', 'price': ''}]",Modesto,"2700 Marina Dr, Modesto, CA 95355",THE MARINA APARTMENTS,https://www.apartments.com/the-marina-apartments-modesto-ca/z7eywrx/,CA,,Apartment,95355
,,,"$1,500",,,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$1,500'}]",Sacramento,"9551 Butterfield Way, Sacramento, CA 95827",WINDSOR RIDGE,https://www.apartments.com/windsor-ridge-sacramento-ca/hjqc2b1/,CA,,Apartment,95827
,,"$1,915","$2,165","$2,805",,"[{'bedroom_type': '1 Bed', 'price': '$1,915'}, {'bedroom_type': '2 Beds', 'price': '$2,165'}, {'bedroom_type': '3 Beds', 'price': '$2,805'}]",Thousand Oaks,"555 Laurie Ln, Thousand Oaks, CA 91360",Biltmore Apartments,https://www.apartments.com/biltmore-apartments-thousand-oaks-ca/0zwzlm2/,CA,,Apartment,91360
,,"$1,745","$1,840","$2,285",,"[{'bedroom_type': 'Studio', 'price': '$1,500'}, {'bedroom_type': '1 Bed', 'price': '$1,745'}, {'bedroom_type': '2 Beds', 'price': '$1,840'}, {'bedroom_type': '3 Beds', 'price': '$2,285'}]",Riverside,"3390 Country Village Rd, Riverside, CA 92509",Vesada,https://www.apartments.com/vesada-riverside-ca/xj6yymq/,CA,"$1,500",Apartment,92509
,,"$1,092","$1,432",,,"[{'bedroom_type': '1 Bed', 'price': '$1,092'}, {'bedroom_type': '2 Beds', 'price': '$1,432'}, {'bedroom_type': '3 Beds', 'price': ''}]",Hemet,"3030 W Acacia Ave, Hemet, CA 92545",Shadow Canyon,https://www.apartments.com/shadow-canyon-hemet-ca/q2hwzpy/,CA,,Apartment,92545
,,"$1,841","$2,186",,,"[{'bedroom_type': '1 Bed', 'price': '$1,841'}, {'bedroom_type': '2 Beds', 'price': '$2,186'}]",La Mesa,"8707-8747 Fletcher Pky, La Mesa, CA 91942",The District Apartments,https://www.apartments.com/the-district-apartments-la-mesa-ca/sjp3jp4/,CA,,Apartment,91942
,,"$1,452","$1,648","$2,131",,"[{'bedroom_type': '1 Bed', 'price': '$1,452'}, {'bedroom_type': '2 Beds', 'price': '$1,648'}, {'bedroom_type': '3 Beds', 'price': '$2,131'}]",El Dorado Hills,"965 Wilson Blvd, El Dorado Hills, CA 95762",STERLING RANCH,https://www.apartments.com/sterling-ranch-el-dorado-hills-ca/fjbf55v/,CA,,Apartment,95762
,,"$1,539","$1,623",,,"[{'bedroom_type': '1 Bed', 'price': '$1,539'}, {'bedroom_type': '2 Beds', 'price': '$1,623'}, {'bedroom_type': '3 Beds', 'price': ''}]",Sacramento,"4001 S Watt Ave, Sacramento, CA 95826",Monte Bello,https://www.apartments.com/monte-bello-sacramento-ca/w20x6lj/,CA,,Apartment,95826
,,"$1,988","$2,412","$2,928",,"[{'bedroom_type': '1 Bed', 'price': '$1,988'}, {'bedroom_type': '2 Beds', 'price': '$2,412'}, {'bedroom_type': '3 Beds', 'price': '$2,928'}]",North Hollywood,"11047 Otsego St, North Hollywood, CA 91601",Windfaire Apartments,https://www.apartments.com/windfaire-apartments-north-hollywood-ca/w5sy1ch/,CA,,Apartment,91601
,,,"$1,575",,,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$1,575'}]",Redlands,"1230 E Lugonia Ave, Redlands, CA 92374",Citrus Grove Apartments,https://www.apartments.com/citrus-grove-apartments-redlands-ca/6yw7txv/,CA,,Apartment,92374
,,"$1,456","$1,587","$1,980",,"[{'bedroom_type': '1 Bed', 'price': '$1,456'}, {'bedroom_type': '2 Beds', 'price': '$1,587'}, {'bedroom_type': '3 Beds', 'price': '$1,980'}]",Moreno Valley,"25335 Alessandro Blvd, Moreno Valley, CA 92553",Ridgeview,https://www.apartments.com/ridgeview-moreno-valley-ca/5v3m1kp/,CA,,Apartment,92553
,,"$3,150",,,,"[{'bedroom_type': 'Studio', 'price': '$2,630'}, {'bedroom_type': '1 Bed', 'price': '$3,150'}]",Santa Monica,"1502 Broadway St, Santa Monica, CA 90404",Bixby,https://www.apartments.com/bixby-santa-monica-ca/r9x0m12/,CA,"$2,630",Apartment,90404
,,"$3,138","$4,307",,,"[{'bedroom_type': '1 Bed', 'price': '$3,138'}, {'bedroom_type': '2 Beds', 'price': '$4,307'}]",Los Angeles,"5710 E Crescent Park Park E, Los Angeles, CA 90094",Crescent Park at Playa Vista,https://www.apartments.com/crescent-park-at-playa-vista-los-angeles-ca/0frxwq3/,CA,,Apartment,90094
,,"$2,740","$3,601","$4,333",,"[{'bedroom_type': '1 Bed', 'price': '$2,740'}, {'bedroom_type': '2 Beds', 'price': '$3,601'}, {'bedroom_type': '3 Beds', 'price': '$4,333'}]",Larkspur,"100 Old Quarry Rd, Larkspur, CA 94939",Larkspur Courts,https://www.apartments.com/larkspur-courts-larkspur-ca/m4147gj/,CA,,Apartment,94939
,,"$1,895","$2,290",,,"[{'bedroom_type': '1 Bed', 'price': '$1,895'}, {'bedroom_type': '2 Beds', 'price': '$2,290'}]",Long Beach,"1613 Ximeno Ave, Long Beach, CA 90804",THE LANDING AT LONG BEACH,https://www.apartments.com/the-landing-at-long-beach-long-beach-ca/4thrt4l/,CA,,Apartment,90804
,,"$1,530",,,,"[{'bedroom_type': 'Studio', 'price': '$1,495'}, {'bedroom_type': '1 Bed', 'price': '$1,530'}, {'bedroom_type': '2 Beds', 'price': ''}]",La Mesa,"4341 Spring St, La Mesa, CA 91941",Chateau Spring Hill Apartments,https://www.apartments.com/chateau-spring-hill-apartments-la-mesa-ca/ec56bvp/,CA,"$1,495",Apartment,91941
,,"$1,383","$1,617",,,"[{'bedroom_type': '1 Bed', 'price': '$1,383'}, {'bedroom_type': '2 Beds', 'price': '$1,617'}]",Ontario,"3303 S Archibald Ave, Ontario, CA 91761",Terracina Apartment Homes,https://www.apartments.com/terracina-apartment-homes-ontario-ca/2v7lks8/,CA,,Apartment,91761
,,"$1,770","$2,235",,,"[{'bedroom_type': '1 Bed', 'price': '$1,770'}, {'bedroom_type': '2 Beds', 'price': '$2,235'}]",Chino Hills,"2400 Ridgeview Dr, Chino Hills, CA 91709",The Summit at Chino Hills,https://www.apartments.com/the-summit-at-chino-hills-chino-hills-ca/m9e7x7j/,CA,,Apartment,91709
,,,"$1,845","$1,995",,"[{'bedroom_type': '2 Beds', 'price': '$1,845'}, {'bedroom_type': '3 Beds', 'price': '$1,995'}]",Carmichael,"5959 Van Alstine Ave, Carmichael, CA 95608",Vista Torre,https://www.apartments.com/vista-torre-carmichael-ca/g2w9mrx/,CA,,Apartment,95608
,,"$2,450","$2,707","$3,000",,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,450'}, {'bedroom_type': '2 Beds', 'price': '$2,707'}, {'bedroom_type': '3 Beds', 'price': '$3,000'}]",San Jose,"1255 Babb Ct, San Jose, CA 95125",Latitude 37,https://www.apartments.com/latitude-37-san-jose-ca/ejfzxdn/,CA,,Apartment,95125
,,"$2,806","$3,833",,,"[{'bedroom_type': '1 Bed', 'price': '$2,806'}, {'bedroom_type': '2 Beds', 'price': '$3,833'}]",Cupertino,"19608 Pruneridge Ave, Cupertino, CA 95014",Arioso Apartments,https://www.apartments.com/arioso-apartments-cupertino-ca/gzeb2cw/,CA,,Apartment,95014
