1 bed,2 beds,Property_Name_Rent,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Studio,3 beds,6 beds,4 beds
1705.0,,Highlander Pointe Apartments,Riverside,Apartment,CA,92507,"1055 W Blaine St, Riverside, CA 92507",https://www.apartments.com/highlander-pointe-apartments-riverside-ca/vhqqnwe/,,,,
2395.0,2800.0,Woodlark Residences,Larkspur,Apartment,CA,94939,"965 Magnolia Ave, Larkspur, CA 94939",https://www.apartments.com/woodlark-residences-larkspur-ca/le6zxgd/,,,,
,,Walnut Creek Apartments,Walnut Creek,Apartment,CA,94597,"1595 Sunnyvale Ave, Walnut Creek, CA 94597",https://www.apartments.com/walnut-creek-apartments-walnut-creek-ca/z1m2b6w/,,,,
,,The Enclave at Menifee,Menifee,Apartment,CA,92584,"30300 Antelope Rd, Menifee, CA 92584",https://www.apartments.com/the-enclave-at-menifee-menifee-ca/7lkcchy/,,,,
1450.0,1750.0,Willow Grove,Modesto,Apartment,CA,95355,"3400 Coffee Rd, Modesto, CA 95355",https://www.apartments.com/willow-grove-modesto-ca/jep21l4/,,,,
,,Country Club Villas/Country Club Terrace,Upland,Apartment,CA,91784,"1501 Golf Club Dr, Upland, CA 91784",https://www.apartments.com/country-club-villas-country-club-terrace-upland-ca/v165vpe/,,,,
,,Oakwood Residence Redwood City,Redwood City,Apartment,CA,94061,"2580 El Camino Real, Redwood City, CA 94061",https://www.apartments.com/oakwood-residence-redwood-city-redwood-city-ca/h0n15e0/,,,,
2095.0,2795.0,Towne Centre Apartments,Lathrop,Apartment,CA,95330,"240 Towne Centre Dr, Lathrop, CA 95330",https://www.apartments.com/towne-centre-apartments-lathrop-ca/42fnxkj/,,,,
,2071.0,The Hills,San Diego,Apartment,CA,92129,"15095 Via Hondonada, San Diego, CA 92129",https://www.apartments.com/the-hills-san-diego-ca/llzmp1g/,,,,
1733.0,2091.0,Pacific Landing Luxury Apartments,Murrieta,Apartment,CA,92563,"36125 Creighton Ave, Murrieta, CA 92563",https://www.apartments.com/pacific-landing-luxury-apartments-murrieta-ca/x2s80hn/,,,,
,2475.0,Hillcrest View,Antioch,Apartment,CA,94531,"3001 Kodiak St, Antioch, CA 94531",https://www.apartments.com/hillcrest-view-antioch-ca/kdzmhh8/,,,,
,,Currie Hall | Student Apartments,Los Angeles,Apartment,CA,90033,"2215 E Alcazar St, Los Angeles, CA 90033",https://www.apartments.com/currie-hall-student-apartments-los-angeles-ca/ddz4whh/,,,,
,,Stonebrier Apartments,Stockton,Apartment,CA,95210,"4770 West Ln, Stockton, CA 95210",https://www.apartments.com/stonebrier-apartments-stockton-ca/ef7fq0m/,,,,
2500.0,2895.0,Neo on First,San Jose,Apartment,CA,95110,"975 S First St, San Jose, CA 95110",https://www.apartments.com/neo-on-first-san-jose-ca/7dlg7ww/,,,,
3000.0,4010.0,Oak Creek Apartments,Palo Alto,Apartment,CA,94304,"1600 Sand Hill Rd, Palo Alto, CA 94304",https://www.apartments.com/oak-creek-apartments-palo-alto-ca/62r59sr/,2705.0,,,
2125.0,2625.0,Sedona Lane Apartments,Campbell,Apartment,CA,95008,"3507 S Bascom Ave, Campbell, CA 95008",https://www.apartments.com/sedona-lane-apartments-campbell-ca/f7z4hrv/,,,,
,1865.0,Mira Loma Apartments,Temecula,Apartment,CA,92592,"29911 Mira Loma Dr, Temecula, CA 92592",https://www.apartments.com/mira-loma-apartments-temecula-ca/wpg0t7l/,,,,
2195.0,3201.0,Monticello,Valencia,Apartment,CA,91355,"26501-26701 McBean Pky, Valencia, CA 91355",https://www.apartments.com/monticello-valencia-ca/s7j6834/,1913.0,,,
2300.0,2650.0,Via Ventura,Ventura,Apartment,CA,93003,"930 Pacific Strand Ct, Ventura, CA 93003",https://www.apartments.com/via-ventura-ventura-ca/33m4jcg/,,,,
,,The Arbors,Livermore,Apartment,CA,94550,"3550 Pacific Ave, Livermore, CA 94550",https://www.apartments.com/the-arbors-livermore-ca/xpmb11p/,,,,
1820.0,2006.0,BELLA VISTA AT HILLTOP,Richmond,Apartment,CA,94806,"3400 Richmond Pky, Richmond, CA 94806",https://www.apartments.com/bella-vista-at-hilltop-richmond-ca/m449jlj/,,,,
2400.0,3050.0,The Hilltop,Santa Cruz,Apartment,CA,95060,"363 Western Dr, Santa Cruz, CA 95060",https://www.apartments.com/the-hilltop-santa-cruz-ca/85pmeb0/,,,,
,,The Highlands at Grand Terrace,Grand Terrace,Apartment,CA,92313,"11750 Mount Vernon Ave, Grand Terrace, CA 92313",https://www.apartments.com/the-highlands-at-grand-terrace-grand-terrace-ca/gewbmyy/,,,,
,,Milpa Village Townhomes,Milpitas,Apartment,CA,95035,"260 S Main St, Milpitas, CA 95035",https://www.apartments.com/milpa-village-townhomes-milpitas-ca/pqj7wgt/,,4095.0,,
,,Oasis Townhome Apartments,Loma Linda,Apartment,CA,92354,"25590 Prospect Ave, Loma Linda, CA 92354",https://www.apartments.com/oasis-townhome-apartments-loma-linda-ca/xfnsepq/,,,,
,,Torcello (No Availability),Stockton,Apartment,CA,95210,"1633 E Bianchi Rd, Stockton, CA 95210",https://www.apartments.com/torcello-no-availability-stockton-ca/3932fxf/,,,,
3100.0,4000.0,Jones Berkeley,Berkeley,Apartment,CA,94702,"1500 San Pablo Ave, Berkeley, CA 94702",https://www.apartments.com/jones-berkeley-berkeley-ca/s8hkc87/,2500.0,5600.0,,
,2295.0,Palm Terrace Condominiums,Concord,Apartment,CA,94520,"2925 Monument Blvd, Concord, CA 94520",https://www.apartments.com/palm-terrace-condominiums-concord-ca/lb28ebf/,,2795.0,,
1895.0,2275.0,Casa Ensenada Apartments,San Pablo,Apartment,CA,94806,"2422-2444 Road 20, San Pablo, CA 94806",https://www.apartments.com/casa-ensenada-apartments-san-pablo-ca/rhw9b70/,,,,
1895.0,2095.0,Loma Portal Apartments,San Diego,Apartment,CA,92110,"3131 Cauby St, San Diego, CA 92110",https://www.apartments.com/loma-portal-apartments-san-diego-ca/n422t9n/,,,,
1695.0,2100.0,MUIRWOOD GARDENS,Martinez,Apartment,CA,94553,"620 Center Ave, Martinez, CA 94553",https://www.apartments.com/muirwood-gardens-martinez-ca/6nvj5hr/,,,,
,,Villa Lucia Apartments,Fresno,Apartment,CA,93722,"4262 Figarden Dr, Fresno, CA 93722",https://www.apartments.com/villa-lucia-apartments-fresno-ca/jk2zpg7/,,,,
,,Sunset Springs Apartments,Vista,Apartment,CA,92081,"320 Pomelo Dr, Vista, CA 92081",https://www.apartments.com/sunset-springs-apartments-vista-ca/deyrq0j/,,,,
2210.0,2540.0,Gateway Station Apartments,Tracy,Apartment,CA,95304,"3600 W Grant Line Rd, Tracy, CA 95304",https://www.apartments.com/gateway-station-apartments-tracy-ca/hc3n831/,,3330.0,,
1850.0,2100.0,Creekside Terrace,Walnut Creek,Apartment,CA,94596,"1390 Creekside Dr, Walnut Creek, CA 94596",https://www.apartments.com/creekside-terrace-walnut-creek-ca/dk3xf6h/,,,,
1750.0,,Gilmore Apartments North Hollywood,North Hollywood,Apartment,CA,91606,"11815 Gilmore St, North Hollywood, CA 91606",https://www.apartments.com/gilmore-apartments-north-hollywood-north-hollywood-ca/z61mvhx/,,,,
1645.0,1910.0,Dakota Apartments,Winchester,Apartment,CA,92596,"34875 Pourroy Rd, Winchester, CA 92596",https://www.apartments.com/dakota-apartments-winchester-ca/lkt29td/,,,,
,,Portofino Apartments,Temecula,Apartment,CA,92591,"30000 Rancho California Rd, Temecula, CA 92591",https://www.apartments.com/portofino-apartments-temecula-ca/0yfzfd0/,,,,
2170.0,4318.0,Altura,Petaluma,Apartment,CA,94954,"1113 Baywood Dr, Petaluma, CA 94954",https://www.apartments.com/altura-petaluma-ca/7nd9c9w/,,,,
2230.0,2744.0,Alta Upland,Upland,Apartment,CA,91784,"1160 E 19th St, Upland, CA 91784",https://www.apartments.com/alta-upland-upland-ca/fkf5y7s/,,3170.0,,
,,9920 Robbins Dr,Beverly Hills,Apartment,CA,90212,"9920 Robbins Dr, Beverly Hills, CA 90212",https://www.apartments.com/9920-robbins-dr-beverly-hills-ca/kpcp0n9/,,5500.0,,
2010.0,2260.0,Verdant at Green Valley,Fairfield,Apartment,CA,94534,"3900 Business Center Dr, Fairfield, CA 94534",https://www.apartments.com/verdant-at-green-valley-fairfield-ca/hggz820/,,2510.0,,
1725.0,1925.0,The Villas at Villaggio Apartments,Modesto,Apartment,CA,95355,"2929 Floyd Ave, Modesto, CA 95355",https://www.apartments.com/the-villas-at-villaggio-apartments-modesto-ca/grdfp8w/,,2075.0,,
1495.0,1625.0,Mission Village,Ontario,Apartment,CA,91762,"154 N Palmetto Ave, Ontario, CA 91762",https://www.apartments.com/mission-village-ontario-ca/bwq2pe8/,1395.0,,,
1495.0,1695.0,Shoreline Apartments,Lake Elsinore,Apartment,CA,92530,"15120-15150 Grand Ave, Lake Elsinore, CA 92530",https://www.apartments.com/shoreline-apartments-lake-elsinore-ca/8vvjy90/,,2095.0,,
,,Brunswick Street Apartments,Daly City,Apartment,CA,94014,"4619 Brunswick St, Daly City, CA 94014",https://www.apartments.com/brunswick-street-apartments-daly-city-ca/2wj63r9/,1789.0,,,
1850.0,,Coral Gardens Apartments,Hayward,Apartment,CA,94544,"601-605 Sorenson Rd, Hayward, CA 94544",https://www.apartments.com/coral-gardens-apartments-hayward-ca/7jg14ty/,,,,
1795.0,2030.0,Mosaic Apartments,Pittsburg,Apartment,CA,94565,"1128-1128 E Leland Rd, Pittsburg, CA 94565",https://www.apartments.com/mosaic-apartments-pittsburg-ca/0n15ef2/,,,,
2095.0,2550.0,Villa Marina Apartments,Alameda,Apartment,CA,94501,"550 Central Ave, Alameda, CA 94501",https://www.apartments.com/villa-marina-apartments-alameda-ca/yhtcywv/,,,,
2079.0,2679.0,La Moraga Apartments,San Jose,Apartment,CA,95123,"5822 Charlotte Dr, San Jose, CA 95123",https://www.apartments.com/la-moraga-apartments-san-jose-ca/1yx3ep7/,,3496.0,,
,1355.0,Windscape,Fresno,Apartment,CA,93711,"373 W Nees Ave, Fresno, CA 93711",https://www.apartments.com/windscape-fresno-ca/f79btmt/,,,,
1075.0,,Grouse Run Apartments,Stockton,Apartment,CA,95207,"4738 Grouse Run Dr, Stockton, CA 95207",https://www.apartments.com/grouse-run-apartments-stockton-ca/nje8hwp/,,,,
1705.0,1841.0,Mira Vista Hills,Antioch,Apartment,CA,94509,"2201 San Jose Dr, Antioch, CA 94509",https://www.apartments.com/mira-vista-hills-antioch-ca/3hr5bmg/,,,,
,,Westmont Townhomes,Santa Cruz,Apartment,CA,95060,"801 Nobel Dr, Santa Cruz, CA 95060",https://www.apartments.com/westmont-townhomes-santa-cruz-ca/trfwjzc/,,,,
1898.0,2148.0,Shadowridge Park Apartment Homes,Vista,Apartment,CA,92081,"2000 S Melrose Dr, Vista, CA 92081",https://www.apartments.com/shadowridge-park-apartment-homes-vista-ca/vc4kzle/,,,,
,1490.0,Andalusia Luxury Apartments - WAITLIST,Victorville,Apartment,CA,92395,"13520 3rd Ave, Victorville, CA 92395",https://www.apartments.com/andalusia-luxury-apartments-waitlist-victorville-ca/nbgqe9n/,,1700.0,,
1295.0,,University River Village,Sacramento,Apartment,CA,95826,"7901 La Riviera Dr, Sacramento, CA 95826",https://www.apartments.com/university-river-village-sacramento-ca/9xb6836/,,1950.0,,
1975.0,2125.0,Westmont Village 55+ Community,March Air Reserve Base,Apartment,CA,92518,"16808 LeMay Dr, March Air Reserve Base, CA 92518",https://www.apartments.com/westmont-village-55-community-march-air-reserve-base-ca/3dpq2pd/,,2845.0,,
,,Refugio,Santa Maria,Apartment,CA,93455,"2299 Carrasco Way, Santa Maria, CA 93455",https://www.apartments.com/refugio-santa-maria-ca/2yrrvrb/,,2450.0,,
1445.0,,Somerset Village,Paramount,Apartment,CA,90723,"8635 Somerset Blvd, Paramount, CA 90723",https://www.apartments.com/somerset-village-paramount-ca/lsj5ldg/,,,,
1175.0,1400.0,Venetian Park Apartments,Stockton,Apartment,CA,95207,"1540 Mosaic Way, Stockton, CA 95207",https://www.apartments.com/venetian-park-apartments-stockton-ca/trr0nvb/,1075.0,,,
,,Mustang Village,San Luis Obispo,Apartment,CA,93405,"1 Mustang Dr, San Luis Obispo, CA 93405",https://www.apartments.com/mustang-village-san-luis-obispo-ca/w3myfmh/,1284.0,,,
